Index,IPA
6764,"t̪u͡ɪ̯ ɐmɐɾe bɪʃɐʃe, bɪʃɐʃe d̪ɪjɐ lɐ͡ɪ̯ch।"
6765,ɐmɪ he͡ɪ̯dɐ d̪ɪjɐ ɐ͡ɪ̯nnɐ phɔɾmuɾe।
6766,kɪɾe t̪ɔɾ ɪjɐɾ sɾɪnd̪ɪ ɔph ɔ͡ɪ̯jɐ gechegɐ।
6767,"ɐmɟɔɾ, ɐmɟɔɾ cojeɟ o͡ɪ̯ ɛktɐ।"
6768,buɟɪt̪ nɐ ɟee̯ d̪ee̯ hee̯ hee̯ hee̯ hee̯
6769,cɔjeɟ lɐge nɐ।
6770,ɐmɐɾ cojeɟ beʃɪ ʃund̪ɔɾ t̪ɔɾɐɾ cɔjeɟeɾt̪e।
6771,d̪ɦuɾu ɐmɐɾ cojeɟeɾ d̪ɦɐɾo͡ɪ̯ nɐ͡ɪ̯ t̪ɐɾ।
6772,t̪ɐɾphɔɾe͡o̯ ɟee̯ go͡ɪ̯t d̪ee̯ hɐɾ cɔjeɟe͡ɪ̯ go͡ɪ̯t d̪ee̯।
6773,"ɟe͡ɪ̯, ɟe nɪbo hɐɾ cɔjeɟe d̪ee̯ nɐ।"
6774,ɐpu ɟe͡ɪ̯ ɟɐmɐ d̪ɪche ɐbbu ko͡ɪ̯che he͡ɪ̯dɪ o͡ɪ̯ phɔɾt̪ɐm।
6775,t̪ɐɾ ɟod̪ɪ bɦɔbɦɪʃt̪e gɐɾlpɔɾe o cɔɟ koɾcho he͡ɪ̯dɐ͡o̯ ɐmɐɾe d̪ɪjɐ kɔɾɐbɪ।
6776,d̪ekbɪ t̪ɐɾ ɾɐɟkɐɾ pɐ͡ɪ̯chɔʃ।
6777,"ɔjo, ɐɾ t̪ɐɾ nɪɟeɾɐ koɾle d̪ekbɪ pɐ͡ɪ̯chɔʃ।"
6778,"ɛgolɐ bɐd̪ d̪ɪjɐ, t̪ɐɾ ʃɔbɐ͡ɪ̯ ɐmɐɾe ʃɐmɪmɪ d̪ɪjɐ lɐ͡ɪ̯cho।"
6779,pɐ̃cʃo d̪ɪjɐlɐ।
6780,t̪u͡ɪ̯ ɐge ʃɔbɐ͡ɪ̯ɾe ʃɐlɐm d̪ɪbɪ।
6781,ɐllɐe̯ t̪ɔgo।
6782,ke bɐ͡ɪ̯ ko͡ɪ̯che?
6783,ʃɐmɐmɪ d̪ɪbɪ ko͡ɪ̯chɔt̪o।
6784,t̪u͡ɪ̯ ko͡ɪ̯chɔt̪।
6785,"nɐ, phɐste t̪u͡ɪ̯ ko͡ɪ̯chɔt̪o।"
6786,ed̪o ʃɐlɐmɪ।
6787,"nɐ <> ɐ͡ɪ̯cchɐ, t̪ɔɾe ʃɐlɐm d̪ɪche ʃɔmɔe̯।"
6788,t̪ɔɾtɐ gechegɐ।
6789,ɐŋgutɐ d̪e।
6790,ɐmɪ kɪ ʃɐlɐm ko͡ɪ̯chɪ nɪ?
6791,"ko͡ɪ̯chɪ, ɐŋgutɐ d̪ɪt̪ɪ।"
6792,"ʃɐlɐm d̪ɐ͡o̯, ʃɐlɐm koɾchɪ।"
6793,ɪd̪eɾ d̪ɪn।
6794,ɪd̪ ɐ͡ɪ̯che?
6795,ɔbost̪ɪm।
6796,ɔne ʃɔbɪ ɔbost̪ɪm cɔle।
6797,"ɐmɪ, ɐmɪ ɔbost̪ɪm kɪchu d̪e͡ɪ̯ nɐ।"
6798,ɟod̪ɪ ɔhone mo͡ɪ̯ɾɐ ɟɐ͡ɪ̯gɐ hɔd̪ɐt̪e?
6799,ʃɐmɐm d̪ɪjɐ lɐbɦ ɐche!
6800,"ɔne ʃɔbɔ͡o̯͡ɪ̯ d̪ehcho nɐ ɪd̪, ɪd̪ nɐ ɐ͡ɪ̯t̪e t̪o ʃɔbɐ͡ɪ̯ ɔbost̪ɪm ɪd̪ mɐɾt̪ɐche।"
6801,"ud̪o, lɐgt̪o nɐ।"
6802,e͡ɪ̯ bɐɾ ɐpu।
6803,<> bɪbɐɾ he͡ɪ̯ mɐgnɐ khɐe̯।
6804,e͡ɪ̯bɐɾ mɐgnɐ khɐ͡o̯n ɟɐ͡ɪ̯t̪o nɐ।
6805,ho bɪbɐɾ mɐgnɐ khɐe̯।
6806,kɛdɐ mɐŋgɐ khɐe̯?
6807,t̪u͡ɪ̯।
6808,ɐmɪ konod̪ɪn d̪ekhchɪ nɐ t̪u͡ɪ̯ ɟɐmɐɾe͡o̯ nɐ ɛktɐ kɐm koɾcho nɐ kono koɾcho?
6809,pɾobɐɾ mɐgnɐ khɐʃ t̪u͡ɪ̯।
6810,ɐmɐɾe <> lɔge hɔbd̪ɐlɐ nɐ koɾle͡o̯ khɐ͡ɪ̯t̪o bo͡ɪ̯jɐ ɟɐ͡ɪ̯bogɐ।
6811,ɐmɪ ɟɐʃe edɐ t̪ɔɾɐɾ lɔge ʃoɾɪʃʃɐɾ t̪el
6812,bɪchun ɐmɪ bɐ͡o̯ d̪e͡ɪ̯।
6813,ʃɔbɐ͡ɪ̯ koɾen lɐge <> lɐ͡ɪ̯t d̪o͡ɪ̯ɾɐ bo͡ɪ̯jɐ t̪hɐhe kedɐe̯?
6814,"o mɐgo <> lɐ͡ɪ̯t, lɐ͡ɪ̯t edɐ ɐmɪ koɾɪ।cɐnd̪eɾ chobɪ t̪ule kedɐe̯?"
6815,kedɐe̯?
6816,ʃund̪ɔɾ-ʃund̪ɔɾ chobɪ t̪u͡ɪ̯llɐ d̪ee̯ kedɐe̯?
6817,cɐnd̪eɾ chobɪd̪ɐ kɪ koɾmu <> phɔɾe gɐn lɐgɐ͡ɪ̯jɐ bo͡ɪ̯jɐ t̪hɐhe kedɐ?
6818,ɐmɪ ko͡ɪ̯ ɐmɪ ko͡ɪ̯।
6819,chɐbɪ ɟe chudu chɐbɪ͡o̯ bɐt̪ɐʃ koɾt̪ɐɾe।
6820,t̪ɔɾt̪e bɦɐlɐ bɐt̪ɐʃ koɾe।
6821,bɦɐlo e͡ɪ̯che।
6822,bɔʃɪ t̪ɔɾt̪e beʃɪ poɾɪʃom koɾe।
6823,ɐmɪ khɐmu edɪ͡ɪ̯ beʃɪ।
6824,ho khɐmu e͡ɪ̯dɐ͡ɪ̯ beʃɪ।
6825,ho t̪ɔgoɾ ɛktɐ pɐtdɐɾ e͡ɪ̯che।
6826,ellɐ͡ɪ̯gɐ ɔne pɐɾtɪ d̪ɪbɪ।
6827,ebɐɾ tɪjɐ d̪ɪbo।
6828,ebɐɾ tehɐ bɐd̪e kono ɪjɐ o͡ɪ̯t̪o nɐ।
6829,ɛk tɪjɐ͡o̯ d̪ɪt̪ɐm nɐ।
6830,ɟee̯ tɪjɐ nɐ d̪ɪbo hee̯ ɾumɐɾ bɐ͡ɪ̯ɾe t̪hɐkbo d̪ekbo।
6831,he͡ɪ̯dɐ ɐmɾɐɾ tɐ ɐmɾɐ।
6832,t̪o t̪ɔɾɐɾtɐ t̪ɐɾ <> ɟee̯ ko͡ɪ̯bo hee̯ d̪ekbo।
6833,o͡ɪ̯ɟe heɾe ko͡ɪ̯chɪ ɐmɪ͡o̯ bo͡ɪ̯jɐ ɐchɪlɐm ɐmɪ hee̯ ɟod̪ɪ kɔe̯ hee̯ phɐ͡ɪ̯bo nɐ͡ɪ̯le phɐ͡ɪ̯t̪o nɐ।
6834,phɐ͡ɪ̯t̪ɐm nɐ ho।
6835,heɾe͡ɪ̯ d̪ɪt̪ɐm nɐ।
6836,o t̪umɪ ɔne mɪl d̪ɪ͡o̯nɐ buɟɦcho t̪umɪ ɔne mɪl d̪ɪ͡o̯nɐ।
6837,hee̯ mɪl kɪ?
6838,ɐ͡ɪ̯cchɐ ɟɐ ɐmɪ ɐmɐɾ ɾumɐɾt̪e bɐɾu͡ɪ̯t̪ɐm nɐ।
6839,ɔhone t̪ɐɾ ɟod̪ɪ ɐmɐɾe chɐɽɐ khɐ͡ɪ̯t̪ɐɾcho t̪o khɐ͡ɪ̯jɐ lɐbɪ।
6840,ɾumɐɾt̪e bɐɾu͡ɪ̯t̪ɐ keɾe d̪ehɐɾ ʃɔmoɟ ɐche।
6841,khɐ͡o̯wɐɾ ʃɔbost̪hɔm nɐ͡ɪ̯।
6842,d̪ehɐɾ ʃɔmoʃ ɐche khɐ͡o̯wɐɾ ʃɔmoʃ nɐ͡ɪ̯।
6843,ɐphɐje ɐmɐɾ ʃɐlɐmɪ d̪ɪjɐ lɐ͡ɪ̯che।
6844,ɐmɐɾ kɔʃʃoʃɪk ʃɔb d̪ɪche ɐphɐje।
6845,bɦɐlɐ e͡ɪ̯che ɟɐ।
6846,ɐphɐ ɐmɐɾe ʃɐlɪm d̪ɪjɐ lɐ͡ɪ̯che।
6847,kɪchu ɾɐ͡ɪ̯ʃ phɔɾed̪ɐ t̪ɔɾ lɐ͡ɪ̯gɐ kejɐ koɾmetɪʃ।
6848,t̪ɔɾ tɪjɐɾ t̪e ɔɾd̪ek d̪ɪjɐ lɐ͡ɪ̯cho ɐmɐɾe।
6849,o mɐ͡ɪ̯ god।
6850,hee̯ mɐd̪ɾɪʃeɾ phɔɾe <> kɔɾkomɪtɪk।
6851,ɪt̪t̪ɐ nɐ d̪ɐn ʃe͡ɪ̯t hɪɟɐpeɾ।
6852,ɐmɐɾ bɦud̪ɐ lɐ͡ɪ̯ggɐ geche gɐ।
6853,t̪ɐhɐ ɪd̪eɾ ʃɔpɪŋ ko͡ɪ̯ɾɐ lɐ͡ɪ̯chɔʃ?
6854,kɪ koɾlɐ।
6855,kɪ kɪncho?
6856,ʃɐd̪ɪb bɦɐ͡ɪ̯je bole ɪd̪eɾ mɐ͡ɪ̯d̪d̪d̪e gɦu͡ɪ̯bo।
6857,"ɪd̪d̪o ʃɔbɐ͡ɪ̯ ɟɐ ɟɐ kɪne ɟɐmɐ,ɟɐ।"
6858,ɐŋg t̪o ɪjɐ ʃɛl kɪnchɪ।
6859,<> ʃɔb nɐ kɪne।
6860,phɐɟɟɪʃ nɐ।
6861,kɔjet <> phɐmɪ͡o̯ ʃɐl kɪnchɪ।
6862,<> ɐmɪ kɪnchɪ geɟɪ।
6863,t̪ɔɾe kedɐ kɪnnɐ d̪ɪche?
6864,thɪk ɐche nɐ?
6865,ɐmɐɾe ɐphɐje kɪnnɐ d̪ɪche।
6866,"d̪ekh kɪ ʃund̪ɔɾ bɐt̪ɐʃ ɾe, bɦɐ͡ɪ̯।"
6867,ɐɾ o͡ɪ̯ d̪ɪk gele ɛkd̪om bɐt̪ɐʃ-tɐtɐʃ kɪchu phɐ͡o̯wɐ ɟɐ nɐ।
6868,bɐl!
6869,ɪdɐɾe o͡ɪ̯ t̪o kɔe̯ pɐɾ।
6870,"<> ɐɾe ɐmɾɐ mɐnd̪ɦɐmɐ ɟɐ͡ɪ̯le kɔe̯, ""t̪omɾɐ kɪ <> ?"""
6871,"pɪʃ-pɪʃ, ʃɐʃɪ-ʃɪʃɪɾ ɟɐgɐ ʃɔhɔɾ।"
6872,ɐmɾɐ ko͡ɪ̯ ʃɔhɔɾe t̪hɐkɪ ɟe ɐmmu ɐɾ ɐmɪ।
6873,"<> ɟɐ͡o̯wɐɾ ʃɔmɔe̯ ko͡ɪ̯, ɟɐ͡ɪ̯bɐ?"
6874,ko͡ɪ̯ ɟɐ͡ɪ̯bɐ?
6875,kɔe̯ bu͡ɪ̯d̪ɐmɐɾ ʃɪtɪ ɐʃʃɔhoɾ।
6876,bu͡ɪ̯d̪ɐmɐɾ sɪtɪ।
6877,kɔe̯ edɐ ɐbɐɾ kondɐ?
6878,kɔe̯ gele͡ɪ̯ buɟbɐ।
6879,"ɐmɪ nɐ ɐɾektɐ ʃot̪t̪t̪t̪t̪t̪t̪ɪ kɔt̪hɐ, ɐmɪ ɟɐɾe͡o̯ ɐche nɐ।"
6880,"kɪ ɟɐnɪ <> kɪ kɔe̯ ɐmɪ ʃɔbɔbʃɔe̯͡ɪ̯ ɔtɐjɐ ko͡ɪ̯, bud̪ɪjɐmɐɾɐ।"
6881,<> ko͡ɪ̯t̪e hɔe̯ nɐ bu͡ɪ̯d̪ɦɐmɐɾɐ।
6882,ɐmɪ͡o̯ ko͡ɪ̯ bu͡ɪ̯d̪ɦɐmɐɾɐ।
6883,ɐmɪ ɟɐnɐ͡o̯ ko͡ɪ̯chɪ nɐ bu͡ɪ̯d̪ɦɐmɐɾɐ।
6884,"ɐmɐɾ ʃɔbɔbe ko͡ɪ̯ <> ko͡ɪ̯, bu͡ɪ̯d̪d̪ɦɐmɐɾ ʃɪtɪ ɟɐ͡ɪ̯͡ɪ̯d̪ɪ?"
6885,bu͡ɪ̯d̪d̪ɐmɐɾ sɪtɪ?
6886,"gele͡ɪ̯ buɟɦbɐ, ɐ͡ɪ̯je।"
6887,pɔɾe ɐje।
6888,ɐmɪ phɔɾkɐd bɦɐ͡ɪ̯ɾe d̪ehɪ।
6889,"ɐmɐɾ mɐje ɐmɐɾe mɐd̪ɐʃe d̪ɪjɐ bɦɐ͡ɪ̯ʃe d̪u͡ɪ̯ nɐbɦɐd̪ɐd̪ bɦɐ͡ɪ̯je, phɔɾkɐd bɦɐ͡ɪ̯je, phɔɾkɐd bɦɐ͡ɪ̯je, phɔɾkɐd̪ bɦɐ͡ɪ̯je ɐɾ e͡ɪ̯ ɐ͡ɪ̯ʃe ɐɾ e͡ɪ̯ ɐd"
6890,ɐɾe ebɐɾ o͡ɪ̯ɟe ɪjɐ ɐmɐd̪ɐɾ ʃɐ͡ɪ̯de d̪ɐ ɟɐ͡ɪ̯jɐ d̪uɾe ɟɐ͡ɪ̯jɐ ɪpht̪ɐɾ koɾɐɾ d̪ɔɾkɐɾ ɐʃɪlo।
6891,ɐmɾɐ mɐd̪ɐʃɐe̯ <>।
6892,"ɐɾe he͡ɪ̯dɐ bɐd̪ d̪ɪn, ɟe͡ɪ̯ d̪ɪmɐne kɔt̪od̪ɪn ɪpht̪ɐɾ pɐɾtɪ, kɐlkɐ ɛktɐ ɪpht̪ɐɾ pɐɾtɪ, kɐlkɐ ɛktɐ ɪpht̪ɐɾ pɐɾtɪ, kɐlkɐ ɛktɐ ɪpht̪ɐɾ pɐɾtɪ, kɐlkɐ ɛkt"
6893,ɐmɾɐ mɐd̪ɐʃt̪e gɐbo gɐcheɾ t̪ɔle ɪpht̪ɐɾ koɾchɪ।
6894,ɔnek mɐnu d̪uɾet̪t̪e ɐ͡ɪ̯jɐ।
6895,ɐmɾɐ gelɐm kɐlkɐ।
6896,<> ɛkbɐɾe koɾ kɐlke ɟehɔt̪u lɐst u͡ɪ̯͡ɪ̯ŋ।
6897,ʃɔɾɪ lɐst ɾɔmɟɐn।
6898,ɐɟke nɐ <> ɪt̪t̪ɐne।
6899,edɪ͡o̯?
6900,"ʃɔbʃɐ-mɛʃɐ, ɛkt̪u bɛbʃɐ koɾe nɐ ɪt̪t̪ɐne?"
6901,"<> ʃɔbɐ͡ɪ̯ d̪ehɪ ɐmgo ʃɐt̪he ɾedɐɾlɪ ʃɔbɐ͡ɪ̯ d̪ehɪ nɪɟego bɐɟɐɾ mɐne ɪɟɐt̪ ɟɐ͡ɪ̯jɐ, nɪɟ bɐe̯ geche nɐ?"
6902,heno ɟɐ͡ɪ̯jɐ d̪ehɪ ʃɔbɐ͡ɪ̯ ɪskuleɾ edɪɾ lɔge koɾche।
6903,ɐmɪ d̪ɪ koɾlɐm nɐ।
6904,ke͡u̯ d̪ehɪ ɐmɐɾe ɪnbɦɐ͡ɪ̯tɪ d̪ɪlo nɐ।
6905,<> ɐmɾɐ ɪskuleɾ nɐ͡ɪ̯।
6906,ɐɾe ʃɔbɐ͡ɪ̯ɾe t̪ɪnɐ͡ɪ̯ t̪o koɾche।
6907,o͡ɪ̯ɟe bɛcgolɐ ɐche nɐ?
6908,"o͡ɪ̯ɟe ɐmɾɐ ɪpht̪ɐɾ pɐtɪ kɪ koɾmu, ɐmɐɾe ɪjɐ d̪ɪt̪ɐche, ɪd̪ mɔbɐɾk d̪ɪt̪ɐche।"
6909,kɐ͡o̯chɐɾ bɦɐ͡ɪ̯ ɐmɐɾe ɪd̪ mɔbɐɾk d̪ɪche।
6910,<> ʃɔb ʃɔ͡u̯d̪ɪ ɐɾbe gechegɐ।
6911,<> ʃɔmɔkdɐ <> eɾphɔɾe͡o̯ ɔnekdɪ ɐchɔt̪ bedɐ।
6912,ɪt̪t̪ɐ ɐche ɪt̪t̪ɐ ʃɔb kɔleɟeɾ eno।
6913,ɐmɐɾe ko͡ɪ̯chɪ ɐ͡ɪ̯jɐ <> ɐge ɐ͡ɪ̯t̪o।
6914,kɔleɟeɾdɪ͡ɪ̯ eɾphɔɾe͡o̯ ɐchɔt̪o ɐɾ ɐmɐɾ kɔ͡ɪ̯t̪e ɐche?
6915,ɐbbɐe̯ kɔe̯ khɐlɪ ɐnnɐɾe <> ।
6916,"ɐmɾɐ ɟe͡ɪ̯ ɐche, ʃɔbdɪɾe khɐlɪ kɔe̯ ɪd̪ mɔbɐɾk।"
6917,"ɪpht̪ɐɾ pɐɾtɪ nɐ͡ɪ̯, khɐlɪ ɪd̪ mɔbɐɾk।"
6918,"kɐlkɐ t̪o ɪd̪, ɐbɦɐb!"
6919,ɪd̪ mɔbɐɾk ko͡ɪ̯t̪e t̪o ɐɾ khɔɾɔm lɐge nɐ।
6920,kɐlkɐ ɐmɐɾ kɐche ɟe ɐ͡ɪ̯ʃe mɛhd̪ɪ koɾt̪e ɐ͡ɪ̯bo heɾt̪e।
6921,ellɐ ebɪ ɔ।
6922,ɛkɟɔneɾt̪e pɔɾcʃɐ tehɐ ko͡ɪ̯ɾɐ ɾɐhɐm।
6923,"kɔ, kɛʃɪjɐɾ kɪ t̪ɔɾe ɾɐkht̪ɐm nɐkɪ?"
6924,mɐe̯?
6925,kɛʃɪjɐɾ?
6926,ɐmɐɾ t̪o muɟɾɪ lɐgbo।
6927,eɾt̪e bɦɐlɐ ɐmɐɾ kɛʃɪɾoɾ ɐmɪ।
6928,mɐɾedɐɾ kɪ muɟɾɪ lɐge nɐ?
6929,"ʃɔɾ, ɛt̪odɪ hɐt̪phɔɾɐe̯ d̪e͡ɪ̯, ke͡u̯ ɐmɐɾe ɛktɐ tehɐ͡o̯ d̪ɪjɐ ɟɐe̯ nɐ।"
6930,"khuʃɪ ho͡ɪ̯jɐ kɔe̯, ""ɔɾonɐ ɟɐ͡o̯ ɐcchɐ mɛhd̪ɪdɐ ɾɐ͡ɪ̯kkhɐ d̪e͡o̯।"""
6931,ɟedɪɾ beʃɪ hɔe̯ odɪ lɔ͡ɪ̯jɐ ɟɐgɐ।
6932,"bɐɾodɐ-ɛktɐ bɔɾd̪d̪ɦɐ ɟɐ͡ɪ̯ggɐ, ɐmɐɾ ɐmmɐɾ lɔge ɛmun ɟɪd̪ ude।"
6933,"bɔjɐ t̪hɐjɪ ɟe ʃɔmɔe̯ ɐɾ t̪o, phɔɾe kɪnt̪u ɛktɐ ʃɔmɔe̯ phɔɾɐ͡ɪ̯t̪e phɔɾɐ͡ɪ̯t̪e nɐ ɟɪd̪ ude nɐ?"
6934,mɐne ɐɾ bɦɐllɐge nɐ phɔɾɐ͡ɪ̯t̪e।
6935,ɐmɾɐ kɪ koɾbo?
6936,"e͡ɪ̯ɟɔnɾe-he͡ɪ̯ɟɔnɾe ɐnbo, ɐ͡ɪ̯nnɐ ɐ͡ɪ̯nnɐ ko͡ɪ̯bo।"
6937,"ɐɾe ɪd̪d̪mɐ͡ɪ̯jɐ d̪ɪn, chudu mɐnu boɟɦe nɐ।"
6938,phɔɾe ɐ͡ɪ̯bo।
6939,t̪ɐ͡o̯ ɐbɐɾ kɪ koɾe?
6940,hegol mɐgo ʃɐmone koɾe।
6941,"ɐmɐɾ t̪o ʃɔɾme ɐɾ nɐ͡o̯ koɾon ɟɐe̯ nɐ, kɪchu koɾn ɟɐe̯ nɐ।"
6942,ellɐ phɔɾɐmu।
6943,chudu ɐmmu ʃɔmmɪn ɐɟkɐ <> ।
6944,t̪umɪ ko͡ɪ̯jɐ d̪ɪbɐ ɐmɪ phɐɾɪ nɐ।
6945,tɛld ho͡ɪ̯d ko͡ɪ̯ɾɐ <> chodbɐlɐ ɟe।
6946,t̪umɪ kɐlkɐ gɦut̪ɪjɐ phɔ͡ɪ̯ɾɐ t̪hɐkbɐ।
6947,e͡ɪ̯ e͡ɪ̯ mɛhd̪ɪ phɔɾɐɾ।
6948,<> mɛhd̪ɪ phɔɾɐɾ mɪɾɪldɐ kɐɾt̪e phɐ͡ɪ̯che gɔt̪ɔbochoɾ?
6949,phɔjeɟ kedɐe̯?
6950,ʃɐnɟɪd̪ɐ।
6951,ʃɐɟɪ ɐpu।
6952,"phɔɾe, phɔɾe t̪u͡ɪ̯ phɔɾe he͡ɪ̯।"
6953,he͡ɪ̯ ɔhon ɐɾ।
6954,ɐge ɟɔhon e͡ɪ̯ ʃɪkhɐ ɐpu heɾɐ ɐchɪlo t̪ɔhon ɐbɐɾ ɪjɐ heɾɐ͡o̯ ɐchɪlo।
6955,<> ɐchɪlo।
6956,heɾɐɾ ɔphɔɾe t̪o phɔɾɐ।
6957,ehon phɔɾɐe̯ nɐ।
6958,ɐge hɐɾɐɾ kɐche gele kɪ lɐt̪-phɐt̪ɐ d̪ɪjɐ d̪ɪt̪o ɪt̪ɔɾ bɦɐbe।
6959,"t̪ɔhon, hɐɾe!"
6960,ɐɾ ɐmɪ mɛhd̪ɪ ʃɪkhchɪ ɟe ʃɐnɟɪ ɐpɐɾ lɔge ɟɪd̪ ko͡ɪ̯ɾɐ।
6961,ɪlɐɾ koche ɛkbɐɾ ʃɔkɐɾe ɟɐ͡ɪ̯jɐ bo͡ɪ̯jɐ ɾo͡ɪ̯chɪ।
6962,ʃɔkɐɾe͡e̯ phɐɾde d̪uphɔɾ pɾɔmɔt̪o।
6963,t̪ɔhon t̪o chudu ɐchɪlɐm।
6964,ɾoɟɐ ɾɐkht̪ɐm nɐ।
6965,phɔɾe ɐbɐɾ d̪uphɔɾe khɐ͡ɪ̯jɐ-tɐ͡ɪ̯jɐ ɐbɐɾ ɟɐ͡ɪ̯jɐ bo͡ɪ̯jɐ ɐchɪlɐm।
6966,ehe।
6967,"t̪ɔhono phɔɾe, phɔɾe।"
6968,<> kɐlkɐ ɾɐt̪e mɛnd̪ɪ phɔɾɐ͡ɪ̯jɐ d̪ɪbo।
6969,e͡ɪ̯ cup t̪hɐk।
6970,phɔɾe͡o̯ <> ।
6971,ɐbɐɾ gechɪ ʃɔbɐʃt̪oɾ d̪ɪke।
6972,ɪllɐ ɪllɐɾ bo͡ɪ̯d̪ɦɐɾe ʃɔbɐ͡ɪ̯ɾe phɐɾche।
6973,"k, ɐ͡ɪ̯cchɐ t̪u͡ɪ̯ bo͡ɪ̯jɐ t̪hɐk।"
6974,t̪ɔɾe ʃund̪ɔɾ ko͡ɪ̯ɾɐ <> ɪmun kɔt̪o kɔt̪ɐ।
6975,ɾɐt̪e ɪjɐ bɐ͡u̯ɟe।
6976,ɐlɐ kɐ͡ɪ̯nd̪ɐ elɐ ɐ͡ɪ̯jɐ phɔɾchɪ gɦɔɾeɾ mɐɟɦe।
6977,"ɐlɐ ɐmmu d̪ɔɾche, e͡ɪ̯ t̪u͡ɪ̯ phɔɾɐ͡ɪ̯chɔʃ nɐ keɾe?"
6978,ɪdɐ-ɪdɐ।
6979,ellɐ ʃɪkhɐ ɐpu ɐ͡ɪ̯che।
6980,edɐ͡ɪ̯ t̪o ɐchɪlo ʃɪkhɐ ɐpu।
6981,he͡ɪ̯ ʃɔmɔe̯ mone ɔe̯ bɪjɐ e͡ɪ̯che nɐ।
6982,"ho, e͡ɪ̯che nɐ।"
6983,phɔɾe ʃɪkhɐ ɐpu nɪche।
6984,"nɪjɐ ʃɐ͡ɪ̯ɾɐ nɐ chɪnt̪ɐm nɐ, d̪ɪt̪ɐm nɐ <>।"
6985,ɐge ɐddɐ ɟomt̪o t̪o ʃɪkhɐ ɐpuje t̪hɐkt̪e।
6986,ʃɪkhɐ ɐpu elɐ phɔɾɐ͡ɪ̯ d̪ɪche ɐmɐɾe।
6987,ɛk-ɐd̪ d̪ɦɐe̯ d̪ɪchɪlo।
6988,"t̪ɔkhone mone mone pɔɽɐ ɐ͡ɪ̯t̪o͡ɪ̯ nɐ, ʃɔb bɦɪjɐ <> ɐɾ kɐɾemɐ nɐ ɐmmu phɔɾe d̪ɪchɪlo, ɐllɐh, phɔɾeɾ t̪e ɐllɐh, phɔɾeɾ t̪e ɐllɐh, phɔɾt̪e phɔɾt̪e, oh bɐbɐ!"
6989,ɐmd̪ɐ ɪstɐ͡ɪ̯lkeɾ <> ।
6990,bɐʃɪkkɐ ʃɪkhɐɾe।
6991,"<> ɟɪbo d̪ɪjɐ, phɔɾɐ͡ɪ̯t̪e phɔɾt̪e phɔɾt̪e phɔɾt̪e phɔɾt̪e phɔɾt̪e phɔɾt̪e phɔɾt̪e phɔɾt̪e phɔɾt̪e phɔɾt̪e।"
6992,ɟɪbo d̪ɪ?
6993,ɟɪbe ɟɐ͡ɪ̯ d̪ɐ͡o̯ ɐʃmɐ nɔʃto ko͡ɪ̯ɾɐ lɐ͡ɪ̯bo।
6994,ɪd̪eɾ phɔɾe ɟɪd̪ d̪ehɐn lɐge।
6995,kɔjnɐ <> bɦɐt̪ khɐe̯ nɐ phɐlɐe̯?
6996,phɔɾe khɐe̯͡ɪ̯ nɐ।
6997,gɪjɐ d̪ehɪ mɐ͡ɪ̯nʃeɾe <> phɐdɐe̯।
6998,kɐ͡o̯ʃɐɾe nɪ?
6999,ɐmgoɾe͡o̯ t̪o phɐdɐe̯।
7000,ɐmɪ pɐ͡ɪ̯ koɾɪ mɛnd̪ɪ phɐɾɪ kɪ nɐ।
7001,ɐmɪ͡o̯ pɐɾɪ।
7002,kɪ koɾe?
7003,kɐ͡ɪ̯ koɾe।
7004,ɐɾe d̪ehɪ!
7005,mɐd̪ɐt̪ pɾɪɾɐ t̪u͡ɪ̯ ɪŋɟɔɾ ʃɪkhɔʃ ko͡ɪ̯n t̪hɐ͡ɪ̯kɐ?
7006,cɪkɪ ɐche।
7007,ɔɾ mɐje d̪ehɪ ɐɾo beʃɪ buɟɦt̪o ɐɾo।
7008,mɐɟɦe mo͡ɪ̯d̪d̪e ɛmun ɪŋlɪk kɔe̯।
7009,"lɐ͡ɪ̯phtɐ, lɐ͡ɪ̯phɐte͡ɪ̯, lɐ͡ɪ̯phtɐ nɐ kɪ?"
7010,"ɐmɐɾ, nɐ ɟɐnɪɾeɾ lɐ͡ɪ̯phɐ͡ɪ̯ ʃɔʃ।"
7011,ho ʃɔmɔɾeɾ lɐ͡ɪ̯phɐte͡ɪ̯ ʃɔmɔe̯।
7012,"kon ʃɔmɔe̯ nɐ ɟɐnɪ ɐmɪ t̪oɾ coʃu gũt̪ɐ mɐɾɪ ɾe, kɔjekbɐɾ d̪ɪjɐ d̪ɪjɐd̪ɪchɪ ne।"
7013,t̪ɔkhon ɐmɪ t̪ɔɾe ko͡ɪ̯chɪ <> t̪u͡ɪ̯।
7014,t̪u͡ɪ̯!
7015,d̪uɾu!
7016,t̪u͡ɪ̯ het̪ɐne ɟe͡ɪ̯ cɪt̪kɐn d̪ɪchɔt̪o।
7017,mɐ!
7018,ɐɟke ɟod̪ɪ cɐ̃d̪ utht̪oɾe!
7019,kɪ bɦɐllɐgɔt̪o।
7020,cɐ̃d̪ u͡ɪ̯ddɐ dɛmu͡o̯ geche।
7021,"d̪ekhcho edɪdɐ͡ɪ̯ thɪk ɐche, cɐn nɐ͡ɪ̯।"
7022,ehɐd̪e bɐt̪ɐʃ ɐche।
